"","day","site","new_customer","platform","visits","distinct_sessions","orders","gross_sales","bounces","add_to_cart","product_page_views","search_page_views","conversion_rate","bounce_rate","add_to_cart_rate"
"19230","0013-12-09","Pinnacle","1","Linux",0,0,0,30842.125,0,0,0,0,0,0,0
"19231","0013-12-09","Tabular","0","iOS",241,228,241,40744,0,241,2236,3060,1,0,1
"19232","0013-12-09","Acme","0","Android",483,356,47,5997,118,110,1277,2630,0.0973084886128364,0.244306418219462,0.227743271221532
"19233","0013-12-09","Pinnacle","0","MacOSX",133,104,11,3863,63,23,257,426,0.0827067669172932,0.473684210526316,0.172932330827068
"19235","0013-12-09","Sortly","0","Linux",3,2,0,72,1,1,6,17,0,0.333333333333333,0.333333333333333
"19236","0013-12-09","Sortly","1","Linux",1,0,0,19,0,1,4,5,0,0,1
"19239","0013-12-09","Acme","1","iOS",516,342,332,38323,75,374,1685,2530,0.643410852713178,0.145348837209302,0.724806201550388
"19241","0013-12-09","Pinnacle","1","Android",1,0,0,93,0,0,0,0,0,0,0
"19242","0013-12-09","Acme","1","Linux",21,14,14,1218,3,16,74,114,0.666666666666667,0.142857142857143,0.761904761904762
"19245","0013-12-09","Pinnacle","0","Android",10,7,0,40,5,2,11,20,0,0.5,0.2
"19248","0013-12-09","Sortly","1","MacOSX",3,2,2,214,1,2,4,4,0.666666666666667,0.333333333333333,0.666666666666667
"19250","0013-12-09","Widgetry","1","iOS",21,21,21,2652,0,21,462,401,1,0,1
"19252","0013-12-09","Pinnacle","1","MacOSX",8,6,4,652,2,5,17,38,0.5,0.25,0.625
"19253","0013-12-09","Pinnacle","0","BlackBerry",1,0,0,15,0,0,1,0,0,0,0
"19255","0013-12-09","Pinnacle","0","WindowsPhone",0,0,0,30842.125,0,0,0,0,0,0,0
"19257","0013-12-09","Sortly","1","Windows",9,7,7,733,1,8,25,7,0.777777777777778,0.111111111111111,0.888888888888889
"19258","0013-12-09","Acme","1","ChromeOS",11,7,8,717,1,8,28,50,0.727272727272727,0.0909090909090909,0.727272727272727
"19259","0013-12-09","Sortly","0","Android",360,255,24,2807,125,76,577,965,0.0666666666666667,0.347222222222222,0.211111111111111
"19260","0013-12-09","Sortly","0","iOS",1423,1112,149,19441,423,331,2260,2766,0.104708362614195,0.297259311314125,0.232607167955025
"19262","0013-12-09","Pinnacle","0","Linux",1,0,0,28,0,0,1,3,0,0,0
"19268","0013-12-10","Acme","1","Windows",2410,1528,1562,169388,379,1713,7019,11944,0.648132780082988,0.157261410788382,0.710788381742739
"19269","0013-12-10","Sortly","0","Windows",36,20,5,550,17,8,44,34,0.138888888888889,0.472222222222222,0.222222222222222
"19270","0013-12-10","Pinnacle","1","Windows",18,12,8,1734,5,9,28,32,0.444444444444444,0.277777777777778,0.5
"19273","0013-12-10","Sortly","0","MacOSX",13,11,3,350,6,5,24,23,0.230769230769231,0.461538461538462,0.384615384615385
"19274","0013-12-10","Sortly","1","Linux",0,0,0,32988.3913043478,0,0,0,0,0,0,0
"19278","0013-12-10","Acme","1","BlackBerry",0,0,0,16,0,0,0,0,0,0,0
"19279","0013-12-10","Acme","0","MacOSX",13824,9024,2248,375524,3784,3516,43463,83465,0.162615740740741,0.273726851851852,0.254340277777778
"19280","0013-12-10","Botly","1","Android",13,12,13,1398,0,13,1,3,1,0,1
"19281","0013-12-10","Acme","1","WindowsPhone",3,1,1,100,1,2,8,14,0.333333333333333,0.333333333333333,0.666666666666667
"19282","0013-12-10","Sortly","0","Linux",4,4,0,68,1,2,17,28,0,0.25,0.5
"19284","0013-12-10","Acme","0","Linux",142,96,22,2947,33,39,504,930,0.154929577464789,0.232394366197183,0.274647887323944
"19285","0013-12-10","Sortly","0","ChromeOS",0,0,0,32988.3913043478,0,0,0,0,0,0,0
"19286","0013-12-10","Acme","1","iOS",522,349,342,40430,74,381,1736,2609,0.655172413793103,0.14176245210728,0.729885057471264
"19287","0013-12-10","Pinnacle","0","Android",9,6,1,203,5,2,13,15,0.111111111111111,0.555555555555556,0.222222222222222
"19288","0013-12-10","Acme","1","Android",54,39,37,3569,5,42,194,317,0.685185185185185,0.0925925925925926,0.777777777777778
"19292","0013-12-10","Pinnacle","1","iOS",8,5,4,943,2,5,13,23,0.5,0.25,0.625
"19295","0013-12-10","Sortly","1","MacOSX",3,2,2,225,1,2,5,6,0.666666666666667,0.333333333333333,0.666666666666667
"19296","0013-12-10","Acme","0","BlackBerry",6,5,1,87,1,2,12,32,0.166666666666667,0.166666666666667,0.333333333333333
"19297","0013-12-10","Acme","0","Android",546,400,54,6636,144,126,1455,2961,0.0989010989010989,0.263736263736264,0.230769230769231
"19298","0013-12-10","Botly","0","Android",47,45,47,5975,0,47,0,0,1,0,1
"19299","0013-12-10","Acme","0","Windows",19347,13214,3767,548850,3565,5965,63044,125968,0.19470718974518,0.184266294515946,0.308316534863286
"19302","0013-12-10","Acme","1","MacOSX",765,486,488,60267,122,533,2688,4369,0.637908496732026,0.159477124183007,0.696732026143791
"19303","0013-12-10","Tabular","1","iOS",19,18,19,2670,0,19,105,148,1,0,1
"19305","0013-12-10","Acme","0","iOS",5871,4238,1019,156944,1307,1750,17784,32385,0.173564980412196,0.222619655935956,0.29807528530063
"19306","0013-12-10","Acme","0","WindowsPhone",22,15,2,244,7,4,43,100,0.0909090909090909,0.318181818181818,0.181818181818182
"19308","0013-12-10","Pinnacle","0","MacOSX",149,117,12,3447,74,24,252,399,0.0805369127516778,0.496644295302013,0.161073825503356
"19309","0013-12-10","Sortly","0","BlackBerry",0,0,0,32988.3913043478,0,0,0,0,0,0,0
"19312","0013-12-10","Widgetry","0","iOS",272,259,272,41374,0,272,7587,5700,1,0,1
"19315","0013-12-10","Widgetry","1","iOS",21,20,21,2467,0,21,373,310,1,0,1
"19317","0013-12-10","Tabular","0","iOS",253,240,253,43810,0,253,2366,3269,1,0,1
"19320","0013-12-10","Acme","0","ChromeOS",80,55,14,1722,16,23,270,547,0.175,0.2,0.2875
"19321","0013-12-10","Pinnacle","1","Android",2,0,0,87,0,1,3,2,0,0,0.5
"19329","0013-12-10","Sortly","0","WindowsPhone",0,0,0,32988.3913043478,0,0,0,0,0,0,0
"19330","0013-12-10","Pinnacle","0","iOS",81,63,7,2385,34,18,142,194,0.0864197530864197,0.419753086419753,0.222222222222222
"19332","0013-12-10","Pinnacle","1","MacOSX",9,6,4,1220,2,5,32,46,0.444444444444444,0.222222222222222,0.555555555555556
"19333","0013-12-10","Acme","1","Linux",27,17,18,1493,4,20,72,103,0.666666666666667,0.148148148148148,0.740740740740741
"19335","0013-12-10","Pinnacle","0","Windows",155,123,15,4203,67,32,296,480,0.0967741935483871,0.432258064516129,0.206451612903226
"19337","0013-12-10","Pinnacle","0","WindowsPhone",0,0,0,30,0,0,1,1,0,0,0
"19338","0013-12-10","Pinnacle","0","ChromeOS",0,0,0,32988.3913043478,0,0,1,2,0,0,0
"19339","0013-12-10","Pinnacle","0","Linux",2,1,0,23,1,1,2,1,0,0.5,0.5
"19340","0013-12-10","Sortly","0","Android",376,270,26,3076,124,86,676,1123,0.0691489361702128,0.329787234042553,0.228723404255319
"19342","0013-12-10","Acme","1","ChromeOS",9,5,6,602,1,6,31,54,0.666666666666667,0.111111111111111,0.666666666666667
"19344","0013-12-10","Sortly","1","iOS",161,111,74,8325,43,91,250,290,0.459627329192547,0.267080745341615,0.565217391304348
"19346","0013-12-10","Sortly","0","iOS",1444,1135,156,20870,433,341,2259,2774,0.10803324099723,0.299861495844875,0.236149584487535
"19347","0013-12-10","Sortly","1","Android",66,40,25,2448,15,37,106,176,0.378787878787879,0.227272727272727,0.560606060606061
"19348","0013-12-10","Sortly","1","Windows",9,6,6,461,2,7,15,5,0.666666666666667,0.222222222222222,0.777777777777778
"19349","0013-12-11","Sortly","1","Android",67,40,26,2885,16,39,111,158,0.388059701492537,0.238805970149254,0.582089552238806
"19350","0013-12-11","Acme","1","Windows",2444,1554,1589,170808,380,1741,7110,11830,0.650163666121113,0.155482815057283,0.712356792144026
"19351","0013-12-11","Sortly","0","Linux",2,1,0,26,1,1,4,10,0,0.5,0.5
"19352","0013-12-11","Acme","1","BlackBerry",0,0,0,10,0,0,0,0,0,0,0
"19355","0013-12-11","Tabular","1","iOS",15,14,15,2150,0,15,131,165,1,0,1
"19356","0013-12-11","Pinnacle","0","BlackBerry",0,0,0,29989.3333333333,0,0,0,0,0,0,0
"19358","0013-12-11","Acme","1","ChromeOS",10,7,7,612,2,8,38,58,0.7,0.2,0.8
"19359","0013-12-11","Sortly","1","MacOSX",4,2,3,282,1,3,4,1,0.75,0.25,0.75
"19362","0013-12-11","Pinnacle","0","Linux",1,1,0,29989.3333333333,1,0,1,3,0,1,0
"19363","0013-12-11","Sortly","0","WindowsPhone",0,0,0,29989.3333333333,0,0,0,0,0,0,0
"19364","0013-12-11","Pinnacle","0","Android",15,10,0,102,7,1,16,36,0,0.466666666666667,0.0666666666666667
"19365","0013-12-11","Acme","0","BlackBerry",8,5,0,30,2,1,12,32,0,0.25,0.125
"19368","0013-12-11","Sortly","1","Windows",8,5,5,466,1,6,19,12,0.625,0.125,0.75
"19370","0013-12-11","Pinnacle","1","Android",1,0,1,129,0,1,3,4,1,0,1
"19373","0013-12-11","Sortly","1","Linux",0,0,0,6,0,0,1,1,0,0,0
"19374","0013-12-11","Acme","1","Android",52,39,35,3406,5,41,172,303,0.673076923076923,0.0961538461538462,0.788461538461538
"19376","0013-12-11","Pinnacle","0","iOS",108,81,7,2319,42,19,194,325,0.0648148148148148,0.388888888888889,0.175925925925926
"19377","0013-12-11","Sortly","0","MacOSX",11,9,3,339,5,4,31,27,0.272727272727273,0.454545454545455,0.363636363636364
"19378","0013-12-11","Pinnacle","1","Windows",17,10,8,1515,4,9,19,22,0.470588235294118,0.235294117647059,0.529411764705882
"19379","0013-12-11","Sortly","0","iOS",1346,1056,153,20644,396,336,2113,2618,0.113670133729569,0.294205052005944,0.24962852897474
"19382","0013-12-11","Pinnacle","0","Windows",184,145,18,4732,67,36,381,682,0.0978260869565217,0.364130434782609,0.195652173913043
"19384","0013-12-11","Pinnacle","0","WindowsPhone",0,0,0,29989.3333333333,0,0,1,1,0,0,0
"19389","0013-12-11","Acme","0","iOS",5160,3780,930,144725,1127,1592,15696,28310,0.180232558139535,0.218410852713178,0.308527131782946
"19390","0013-12-11","Acme","1","WindowsPhone",3,1,2,152,1,2,12,18,0.666666666666667,0.333333333333333,0.666666666666667
"19391","0013-12-11","Acme","1","iOS",501,337,330,38232,72,371,1614,2412,0.658682634730539,0.143712574850299,0.740518962075848
"19392","0013-12-11","Pinnacle","0","ChromeOS",0,0,0,29989.3333333333,0,0,1,2,0,0,0
"19393","0013-12-11","Widgetry","1","iOS",19,18,19,2170,0,19,295,252,1,0,1
"19394","0013-12-11","Sortly","1","iOS",173,114,79,9066,43,99,286,302,0.456647398843931,0.248554913294798,0.572254335260116
"19399","0013-12-11","Acme","0","Linux",129,94,19,2733,29,39,442,847,0.147286821705426,0.224806201550388,0.302325581395349
"19401","0013-12-11","Tabular","0","iOS",225,213,225,37360,0,225,2006,2725,1,0,1
"19403","0013-12-11","Acme","0","WindowsPhone",20,15,2,207,5,4,51,95,0.1,0.25,0.2
"19404","0013-12-11","Acme","1","Linux",24,16,16,1303,3,18,62,101,0.666666666666667,0.125,0.75
"19406","0013-12-11","Botly","1","Android",12,11,12,1264,0,12,0,0,1,0,1
"19410","0013-12-11","Sortly","0","Android",354,253,27,2911,121,81,563,969,0.076271186440678,0.34180790960452,0.228813559322034
"19412","0013-12-11","Pinnacle","0","MacOSX",160,124,13,4019,70,28,300,516,0.08125,0.4375,0.175
"19413","0013-12-11","Sortly","0","Windows",20,16,5,599,6,8,42,28,0.25,0.3,0.4
"19414","0013-12-11","Pinnacle","1","Linux",0,0,0,4,0,0,0,1,0,0,0
"19415","0013-12-11","Pinnacle","1","ChromeOS",0,0,0,28,0,0,1,2,0,0,0
"19417","0013-12-11","Botly","0","Android",42,40,42,5346,0,42,0,0,1,0,1
"19418","0013-12-11","Pinnacle","1","iOS",10,5,4,852,3,5,13,11,0.4,0.3,0.5
"19419","0013-12-11","Pinnacle","1","MacOSX",7,5,4,906,1,4,13,20,0.571428571428571,0.142857142857143,0.571428571428571
"19421","0013-12-11","Sortly","0","BlackBerry",0,0,0,29989.3333333333,0,0,0,0,0,0,0
"19423","0013-12-11","Acme","0","MacOSX",12254,8185,2028,348848,3346,3157,38184,73025,0.165496980577771,0.273053696752081,0.257630161579892
"19424","0013-12-11","Widgetry","0","iOS",257,245,257,37555,0,257,6671,5195,1,0,1
"19427","0013-12-11","Acme","1","MacOSX",697,447,451,53674,106,489,2352,3876,0.647058823529412,0.152080344332855,0.701578192252511
"19429","0013-12-11","Acme","0","Android",471,350,51,6038,117,114,1199,2378,0.10828025477707,0.248407643312102,0.24203821656051
"19430","0013-12-11","Acme","0","ChromeOS",75,51,13,1739,13,22,268,545,0.173333333333333,0.173333333333333,0.293333333333333
"19433","0013-12-11","Acme","0","Windows",17840,12225,3610,528921,3195,5631,57386,113182,0.202354260089686,0.179091928251121,0.315639013452915
"19434","0013-12-12","Pinnacle","0","ChromeOS",1,0,0,113,0,0,1,1,0,0,0
"19436","0013-12-12","Acme","0","Linux",123,85,20,2440,28,36,417,775,0.16260162601626,0.227642276422764,0.292682926829268
"19438","0013-12-12","Tabular","1","iOS",16,15,16,2402,0,16,108,153,1,0,1
"19439","0013-12-12","Pinnacle","0","iOS",82,61,6,2176,34,16,150,234,0.0731707317073171,0.414634146341463,0.195121951219512
"19440","0013-12-12","Pinnacle","0","Windows",139,107,15,6562,54,33,296,534,0.107913669064748,0.388489208633094,0.237410071942446
"19441","0013-12-12","Acme","1","Android",56,43,39,3714,6,44,193,308,0.696428571428571,0.107142857142857,0.785714285714286
"19442","0013-12-12","Sortly","0","MacOSX",9,8,2,253,4,4,20,20,0.222222222222222,0.444444444444444,0.444444444444444
"19446","0013-12-12","Sortly","1","MacOSX",3,2,2,223,1,3,4,3,0.666666666666667,0.333333333333333,1
"19449","0013-12-12","Acme","1","ChromeOS",11,7,8,753,2,9,46,78,0.727272727272727,0.181818181818182,0.818181818181818
"19450","0013-12-12","Acme","0","Windows",16877,11641,3432,498231,2977,5390,53182,106788,0.203353676601292,0.17639390887006,0.319369556200747
"19451","0013-12-12","Botly","1","Android",15,13,15,1684,0,15,0,0,1,0,1
"19453","0013-12-12","Acme","0","BlackBerry",6,4,0,53,1,1,5,9,0,0.166666666666667,0.166666666666667
"19455","0013-12-12","Pinnacle","1","iOS",6,4,2,581,2,3,9,12,0.333333333333333,0.333333333333333,0.5
"19457","0013-12-12","Botly","0","Android",46,43,46,6112,0,46,4,1,1,0,1
"19460","0013-12-12","Sortly","0","BlackBerry",0,0,0,13,0,0,1,1,0,0,0
"19463","0013-12-12","Tabular","0","iOS",209,198,209,35226,0,209,1796,2451,1,0,1
"19464","0013-12-12","Widgetry","1","iOS",21,20,21,2449,0,21,354,342,1,0,1
"19465","0013-12-12","Widgetry","0","iOS",249,237,249,37654,0,249,6065,4571,1,0,1
"19466","0013-12-12","Pinnacle","1","Windows",21,13,10,2188,5,12,48,70,0.476190476190476,0.238095238095238,0.571428571428571
"19467","0013-12-12","Sortly","1","Linux",1,0,0,23,0,1,1,1,0,0,1
"19469","0013-12-12","Acme","0","iOS",4891,3582,867,127865,1083,1524,14574,26261,0.177264363115927,0.221427111020241,0.311592721324882
"19471","0013-12-12","Pinnacle","1","BlackBerry",0,0,0,27570.306122449,0,0,0,0,0,0,0
"19472","0013-12-12","Sortly","0","iOS",1267,997,149,19074,382,325,1895,2441,0.117600631412786,0.301499605367009,0.256511444356748
"19473","0013-12-12","Sortly","1","iOS",170,111,76,8290,44,94,240,238,0.447058823529412,0.258823529411765,0.552941176470588
"19475","0013-12-12","Acme","1","Windows",2376,1521,1554,169721,362,1697,6894,11691,0.654040404040404,0.152356902356902,0.714225589225589
"19477","0013-12-12","Acme","0","ChromeOS",65,46,13,1610,12,21,239,410,0.2,0.184615384615385,0.323076923076923
"19478","0013-12-12","Acme","1","BlackBerry",0,0,0,6,0,0,0,0,0,0,0
"19483","0013-12-12","Pinnacle","1","Linux",0,0,0,27570.306122449,0,0,0,0,0,0,0
"19484","0013-12-12","Pinnacle","1","MacOSX",8,5,4,837,2,4,8,9,0.5,0.25,0.5
"19485","0013-12-12","Acme","1","WindowsPhone",2,1,1,81,0,1,5,6,0.5,0,0.5
"19486","0013-12-12","Pinnacle","0","BlackBerry",0,0,0,152,0,0,1,1,0,0,0
"19487","0013-12-12","Acme","1","iOS",500,335,328,37862,69,369,1652,2354,0.656,0.138,0.738
"19488","0013-12-12","Acme","1","Linux",21,15,15,1112,2,16,71,109,0.714285714285714,0.0952380952380952,0.761904761904762
"19489","0013-12-12","Pinnacle","1","Android",1,0,0,111,0,0,1,0,0,0,0
"19493","0013-12-12","Sortly","1","Android",73,45,29,3114,18,42,101,145,0.397260273972603,0.246575342465753,0.575342465753425
"19494","0013-12-12","Sortly","0","Windows",17,14,7,772,4,10,43,36,0.411764705882353,0.235294117647059,0.588235294117647
"19495","0013-12-12","Acme","1","MacOSX",671,436,437,52462,104,473,2093,3412,0.651266766020864,0.154992548435171,0.704918032786885
"19496","0013-12-12","Pinnacle","0","Android",8,5,0,77,4,1,15,26,0,0.5,0.125
"19497","0013-12-12","Sortly","0","WindowsPhone",0,0,0,27570.306122449,0,0,0,0,0,0,0
"19504","0013-12-12","Pinnacle","0","Linux",1,0,0,11,0,0,1,1,0,0,0
"19506","0013-12-12","Acme","0","MacOSX",11316,7607,1848,311081,3155,2889,33614,65464,0.163308589607635,0.278808766348533,0.255302226935313
"19508","0013-12-12","Sortly","0","Android",351,250,26,3213,128,87,554,928,0.0740740740740741,0.364672364672365,0.247863247863248
"19509","0013-12-12","Sortly","0","Linux",3,2,0,20,1,1,15,24,0,0.333333333333333,0.333333333333333
"19510","0013-12-12","Acme","0","WindowsPhone",19,13,2,247,3,4,32,65,0.105263157894737,0.157894736842105,0.210526315789474
"19513","0013-12-12","Acme","0","Android",461,345,53,6376,110,122,1193,2382,0.114967462039046,0.238611713665944,0.264642082429501
"19515","0013-12-12","Pinnacle","0","MacOSX",125,98,11,2919,61,22,224,391,0.088,0.488,0.176
"19516","0013-12-12","Sortly","1","Windows",10,7,6,627,2,7,24,9,0.6,0.2,0.7
"19517","0013-12-13","Sortly","0","MacOSX",8,6,2,261,3,3,13,14,0.25,0.375,0.375
"19518","0013-12-13","Acme","0","Android",466,351,48,5927,123,112,1191,2324,0.103004291845494,0.263948497854077,0.240343347639485
"19519","0013-12-13","Acme","0","Windows",15255,10605,3132,450600,2771,4879,47792,95775,0.205309734513274,0.181645362176336,0.319829564077352
"19522","0013-12-13","Sortly","1","Windows",11,7,7,664,2,8,23,13,0.636363636363636,0.181818181818182,0.727272727272727
"19524","0013-12-13","Pinnacle","1","Windows",17,11,9,2369,4,10,32,45,0.529411764705882,0.235294117647059,0.588235294117647
"19526","0013-12-13","Acme","0","Linux",113,79,16,1847,26,33,348,683,0.141592920353982,0.230088495575221,0.292035398230089
"19527","0013-12-13","Acme","0","iOS",4833,3541,818,121115,1113,1441,13678,24658,0.169253051934616,0.230291744258225,0.29815849368922
"19528","0013-12-13","Acme","1","Windows",2358,1501,1544,165011,361,1688,6850,11739,0.65479219677693,0.153095843935539,0.715860899067006
"19529","0013-12-13","Pinnacle","0","Windows",139,100,14,3965,56,29,274,450,0.100719424460432,0.402877697841727,0.20863309352518
"19531","0013-12-13","Sortly","0","iOS",1259,986,153,19796,382,328,1873,2363,0.121525019857029,0.303415409054805,0.260524225575854
"19532","0013-12-13","Acme","0","BlackBerry",7,5,0,46,2,1,6,14,0,0.285714285714286,0.142857142857143
"19533","0013-12-13","Botly","0","Android",44,42,44,5472,0,44,3,5,1,0,1
"19534","0013-12-13","Sortly","1","iOS",188,125,89,10173,49,107,263,310,0.473404255319149,0.26063829787234,0.569148936170213
"19536","0013-12-13","Pinnacle","0","WindowsPhone",0,0,0,27200.8666666667,0,0,0,0,0,0,0
"19538","0013-12-13","Sortly","1","MacOSX",3,2,2,193,1,2,4,3,0.666666666666667,0.333333333333333,0.666666666666667
"19542","0013-12-13","Pinnacle","0","Android",7,5,0,160,3,2,10,14,0,0.428571428571429,0.285714285714286
"19546","0013-12-13","Acme","0","WindowsPhone",16,11,1,192,3,3,41,90,0.0625,0.1875,0.1875
"19547","0013-12-13","Pinnacle","1","Linux",0,0,0,28,0,0,0,0,0,0,0
"19549","0013-12-13","Acme","1","iOS",472,317,308,35620,63,345,1406,2232,0.652542372881356,0.133474576271186,0.730932203389831
"19551","0013-12-13","Acme","1","MacOSX",637,409,411,49032,100,447,2014,3187,0.645211930926217,0.156985871271586,0.701726844583987
"19552","0013-12-13","Sortly","0","Linux",2,2,1,129,1,1,5,9,0.5,0.5,0.5
"19556","0013-12-13","Widgetry","1","iOS",27,26,27,3134,0,27,313,328,1,0,1
"19557","0013-12-13","Acme","0","MacOSX",10032,6837,1602,260931,2851,2518,29569,56446,0.159688995215311,0.284190590111643,0.250996810207336
"19558","0013-12-13","Pinnacle","0","BlackBerry",1,0,0,27200.8666666667,1,0,1,0,0,1,0
"19560","0013-12-13","Tabular","1","iOS",17,16,17,2399,0,17,131,173,1,0,1
"19561","0013-12-13","Acme","1","Android",64,47,45,4859,6,50,236,364,0.703125,0.09375,0.78125
"19564","0013-12-13","Acme","1","ChromeOS",9,5,6,682,1,6,27,35,0.666666666666667,0.111111111111111,0.666666666666667
"19566","0013-12-13","Sortly","1","Android",80,50,29,2977,21,42,122,178,0.3625,0.2625,0.525
"19567","0013-12-13","Pinnacle","0","MacOSX",107,84,9,2869,54,17,183,288,0.0841121495327103,0.504672897196262,0.158878504672897
"19570","0013-12-13","Widgetry","0","iOS",237,225,237,33602,0,237,5131,4016,1,0,1
"19571","0013-12-13","Acme","1","WindowsPhone",2,1,1,98,0,2,5,13,0.5,0,1
"19573","0013-12-13","Sortly","0","Windows",22,11,5,546,7,7,34,26,0.227272727272727,0.318181818181818,0.318181818181818
"19575","0013-12-13","Sortly","0","BlackBerry",0,0,0,27200.8666666667,0,0,0,0,0,0,0
"19576","0013-12-13","Pinnacle","0","Linux",1,0,0,27200.8666666667,1,0,2,3,0,1,0
"19577","0013-12-13","Acme","0","ChromeOS",57,41,10,1224,11,17,202,388,0.175438596491228,0.192982456140351,0.298245614035088
"19581","0013-12-13","Pinnacle","1","Android",1,0,1,102,0,1,2,0,1,0,1
"19584","0013-12-13","Pinnacle","1","iOS",8,4,3,676,2,4,11,16,0.375,0.25,0.5
"19588","0013-12-13","Acme","1","BlackBerry",0,0,0,7,0,0,0,0,0,0,0
"19589","0013-12-13","Acme","1","Linux",22,14,14,1330,3,16,70,96,0.636363636363636,0.136363636363636,0.727272727272727
"19591","0013-12-13","Sortly","1","Linux",1,0,0,13,0,0,3,6,0,0,0
"19592","0013-12-13","Tabular","0","iOS",180,173,180,28455,0,180,1629,2140,1,0,1
"19593","0013-12-13","Pinnacle","0","iOS",79,59,6,1657,31,17,139,223,0.0759493670886076,0.392405063291139,0.215189873417722
"19594","0013-12-13","Pinnacle","1","MacOSX",8,6,5,885,2,5,14,19,0.625,0.25,0.625
"19595","0013-12-13","Sortly","0","Android",352,251,28,3018,122,87,593,935,0.0795454545454545,0.346590909090909,0.247159090909091
"19597","0013-12-13","Botly","1","Android",15,14,15,1487,0,15,0,0,1,0,1
"19598","0013-12-14","Pinnacle","1","iOS",9,6,4,838,3,5,17,22,0.444444444444444,0.333333333333333,0.555555555555556
"19602","0013-12-14","Tabular","1","iOS",25,24,25,3813,0,25,218,306,1,0,1
"19603","0013-12-14","Sortly","0","iOS",1482,1157,180,23949,447,390,2683,3362,0.121457489878543,0.301619433198381,0.263157894736842
"19604","0013-12-14","Pinnacle","0","Linux",1,0,0,27816.4489795918,1,0,1,0,0,1,0
"19606","0013-12-14","Acme","0","ChromeOS",79,54,14,1892,15,23,289,539,0.177215189873418,0.189873417721519,0.291139240506329
"19607","0013-12-14","Acme","0","Windows",13050,8844,2789,402937,2336,4324,47274,95568,0.213716475095785,0.179003831417625,0.331340996168582
"19608","0013-12-14","Pinnacle","0","iOS",85,67,6,1726,35,18,174,299,0.0705882352941176,0.411764705882353,0.211764705882353
"19609","0013-12-14","Acme","0","BlackBerry",7,5,0,31,1,1,10,27,0,0.142857142857143,0.142857142857143
"19610","0013-12-14","Acme","1","Android",68,50,49,5128,7,54,256,447,0.720588235294118,0.102941176470588,0.794117647058823
"19611","0013-12-14","Acme","0","iOS",6826,4868,1175,176738,1516,2028,21691,40098,0.172135950776443,0.222092001171989,0.297099326106065
"19612","0013-12-14","Sortly","1","MacOSX",5,3,3,303,1,3,6,3,0.6,0.2,0.6
"19613","0013-12-14","Acme","1","Linux",28,18,18,1711,4,20,126,223,0.642857142857143,0.142857142857143,0.714285714285714
"19615","0013-12-14","Sortly","0","MacOSX",10,8,3,336,5,4,18,12,0.3,0.5,0.4
"19616","0013-12-14","Tabular","0","iOS",293,273,293,49415,0,293,2870,3852,1,0,1
"19618","0013-12-14","Acme","1","MacOSX",825,526,531,66232,132,576,3065,5148,0.643636363636364,0.16,0.698181818181818
"19622","0013-12-14","Acme","1","ChromeOS",14,8,8,872,2,9,37,56,0.571428571428571,0.142857142857143,0.642857142857143
"19623","0013-12-14","Acme","0","Android",603,441,63,7642,154,142,1753,3672,0.104477611940299,0.255389718076285,0.235489220563847
"19625","0013-12-14","Acme","1","WindowsPhone",4,2,2,172,1,2,14,25,0.5,0.25,0.5
"19627","0013-12-14","Acme","1","Windows",2158,1356,1403,153448,333,1534,7054,12240,0.650139017608897,0.154309545875811,0.710843373493976
"19628","0013-12-14","Sortly","0","WindowsPhone",0,0,0,16,0,0,1,1,0,0,0
"19631","0013-12-14","Sortly","1","Windows",7,5,5,439,1,6,14,8,0.714285714285714,0.142857142857143,0.857142857142857
"19632","0013-12-14","Pinnacle","1","Windows",17,11,10,1909,3,11,43,70,0.588235294117647,0.176470588235294,0.647058823529412
"19633","0013-12-14","Sortly","0","Linux",3,2,0,22,0,1,4,7,0,0,0.333333333333333
"19634","0013-12-14","Acme","1","BlackBerry",0,0,0,5,0,0,1,2,0,0,0
"19637","0013-12-14","Widgetry","0","iOS",263,249,263,38771,0,263,7172,5614,1,0,1
"19644","0013-12-14","Sortly","0","Windows",18,10,4,436,6,6,26,19,0.222222222222222,0.333333333333333,0.333333333333333
"19645","0013-12-14","Sortly","0","Android",385,269,32,3877,130,99,805,1283,0.0831168831168831,0.337662337662338,0.257142857142857
"19647","0013-12-14","Pinnacle","1","Android",1,0,1,93,0,1,1,1,1,0,1
"19648","0013-12-14","Pinnacle","0","WindowsPhone",0,0,0,27816.4489795918,0,0,0,0,0,0,0
"19650","0013-12-14","Acme","1","iOS",712,473,465,56643,101,520,2415,3625,0.653089887640449,0.14185393258427,0.730337078651685
"19651","0013-12-14","Widgetry","1","iOS",29,27,29,3467,0,29,614,574,1,0,1
"19654","0013-12-14","Pinnacle","0","MacOSX",124,97,11,3227,61,20,241,449,0.0887096774193548,0.491935483870968,0.161290322580645
"19655","0013-12-14","Sortly","1","Linux",1,1,0,32,0,1,2,4,0,0,1
"19656","0013-12-14","Sortly","1","ChromeOS",1,0,0,19,0,0,0,0,0,0,0
"19658","0013-12-14","Sortly","1","Android",77,46,29,3110,21,43,127,172,0.376623376623377,0.272727272727273,0.558441558441558
"19660","0013-12-14","Pinnacle","0","Windows",83,64,9,2534,35,19,202,346,0.108433734939759,0.421686746987952,0.228915662650602
"19661","0013-12-14","Pinnacle","0","Android",11,7,1,153,4,3,13,20,0.0909090909090909,0.363636363636364,0.272727272727273
